MOFname,smi
"mof_unit_pretest_1403.cif
",[C]1(C#C/C(=[C]\C=O)/[C]C)O[Cu]234([Cu]([N][C]/C(=[C]\C=O)/[C]C=O)(O1)(O[C](C#C/C(=[C]\C=O)/[C]C)O2)(O[C]([C]([C][C]([C]C)C=O)[C]C=O)O3)O[C](/C(=[C]\C=O)/[C][C]([C]C)C=O)O4)[N][C]/C(=[C]\C)/[C]C
"mof_unit_pretest_1404.cif
",C\1(=C(/[C]C=[CH])\[CH])/O[Cu]234([Cu](N(/[C]=C/[CH])[CH])(O1)(O[C](C1=CC(=[C]C(=C1C#N)[CH])[CH])O2)(O/C(=C(/[C]C(=[CH])C#N)\[CH])/O3)O[C](C1=CC(=[C]C(=C1)[C]C#N)[CH])O4)N(/[C]=C/[CH])[C]C#N
"mof_unit_pretest_1405.cif
",C1(=C([CH])[C]c2c(cccc2)C=O)O[Cu]234([Cu]([N][C][C])(OC(=C([CH])[C]c5c(cccc5)C=O)O2)(O1)(OC(=C([C]c1c(c(ccc1)C=O)OCC)[CH])O4)OC(=C([C]c1c(c(ccc1)C=O)OCC)[CH])O3)[N][C][C].[H].[H]
"mof_unit_pretest_1406.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O/[C]=[C]\C=C(/[C]/[C]=N/N=[C]/[C]=C(/[C]([C][C][O])CC)\Br)\Br)(O[C]C1=c3c(=[C]C=C1C[CH2])c1c(C(=C(C(=[C]1)[C][O])CC)CC)c(c3CC)Br)(O2)[O])C1=C[C]=C(c2nnc(c3c(c(c(cc3CC)C(=O)[O])[CH][CH2])Br)nn2)C=C1Br)[O])c1c(ccc2c1c(c(c1c(c(c(cc21)C(=O)O[V][O])CC)CC)Br)[CH2])CC.[H].[H].[C](=[CH])CC.[N][N].[C]([CH])Br.[O][V][O].[O].[Br].[H].[CH3].[H].[H]
"mof_unit_pretest_1407.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O/[C]=[C]\[CH])(O[C][C]C1=C(C(=C([C]=[C]1)F)F)N[CH2])[O])c1cc(c([C]2O[V]3([O])(O[C](O[V](O2)(O3)(O/[C]=[C]\[CH])(O[C][C]C2=[C][C]=C(C(=C2N[CH2])F)F)[O])/C(=[C]\F)/[C]F)[O])cc1F)F)([O])[O])/C(=[C]\F)/[C]F.[H].[H].[CH].[CH].[H].[H]
"mof_unit_pretest_1408.cif
",C\1(=C(/[C][CH2])\[CH])/O[Zn]23(N([CH])[C][CH2])O[C](C([CH2])([CH]F)[CH2])O[Zn](N([C][CH]F)[CH])(O1)(O/C(=C(/[C][CH2])\[CH])/O2)O[C]([C@]([CH2])([CH]F)[CH]C=O)O3
"mof_unit_pretest_1409.cif
",O1/C(=C(\[C][CH2])/[CH])/O[Cu]234(O[C](O[Cu]12(O/C(=C(/[CH])\[C][CH2])/O3)(O[C](O4)c1ccc(N2C(=O)C3=CC(=[C]C4=[C]C=C(C(=C34)C2=O)I)I)cc1)N([CH])[C][CH2])c1cc(c(N2C(=O)C3=CC=[C]C4=C3C(=C(C=[C]4)C)C2=O)c(c1)C)C)N([C][CH2])[CH]
"mof_unit_pretest_141.cif
",[C]1(C([CH]Cl)([CH]Cl)[CH2])O[Cu]234([Cu]([N]([C](Cl)Cl)([CH]Cl)[CH2])(O1)(O[C](C([C]Cl)([C]Cl)[C]Cl)O2)(O[C](C([CH]Cl)([CH]Cl)[C](Cl)Cl)O3)O[C](C([C][NH])([CH])[CH])O4)[N]([C](Cl)Cl)([CH]Cl)[CH2].[CH2].[H]
"mof_unit_pretest_1410.cif
",O1[C](O[Zn]23(O[C](O[Zn]1(O[C](O2)C(=[CH])[C][C](OCCC)I)(O[C](O3)c1ccc(N2C(=O)C(=[C]C(=[CH])C2=O)[CH])cc1)N([C]I)[C][CH2])c1ccc(N2C(=O)/C(=[C]\OC[C])/[C]=C([CH])C2=O)c(c1I)I)N([C][CH]OC[CH][CH])[CH])C(=[CH])[C][CH2].[H].[H].[CH].[H].[H].[H].[H].[H]
"mof_unit_pretest_1411.cif
",C\1(=C(\[CH])/[C][CH2])/O[Cu]234([Cu](N([C][CH2])[C]C[CH2])(O1)(O[C](c1ccc(cc1)[N])O2)(O/C(=C(\[CH])/[C][CH2])/O3)O[C](c1cc(c(c(c1)F)[N])F)O4)N([CH])[C][CH2].[H]
"mof_unit_pretest_1412.cif
",C(=C\C(=C(\[C][C]O[Zn]1OC(=O)c2c3cc(c(cc3c(C(=O)O[Zn](OC(=O)c3c4cc(c(cc4c([C](O[Zn@@]4(O[C](c5c6cc(c(cc6c([C]6O[Zn](O[C][C]/C(=[C]/C=C\[C]=[C]/O[CH])/OC)O[C](c7c8cc(c(cc8c(C(=O)O1)c1cc(c(cc71)OC)OC)OC)OC)O[Zn]1O[C](/[C]=C(/C(=[CH])[C])\OC)O[Zn](O1)O6)c1cc(c(cc51)OC)OC)OC)OC)O[Zn]([O])O4)[O])O[Zn][O])c1cc(c(cc31)OC)OC)OC)OC)[O])c1cc(c(cc21)OC)OC)OC)OC)/OC)\[C])\[C]=[C]/[O].[CH]/[C]=[C]\OC.[C](=[C]\OC)\[CH].[C](=[C]\OC)\[CH].C(=C(\[C][C]O[Zn]1O[Zn]O[C]2c3c4cc(c(cc4c(C(=O)O[Zn](OC(=O)c4c5cc(c(cc5c(C(=O)O[Zn](OC(=O)c5c6cc(c(cc6c([C]6O[Zn@@](O[C]/[C]=C(/[C]([C])/C=C\[C]=[C]/OC)\[O])(O[C](c7c8cc(c(cc8c([C](O[Zn](O2)[O])O1)c1cc(c(cc71)OC)OC)OC)OC)O[Zn][O])O[Zn]([O])O6)c1cc(c(cc51)OC)OC)OC)OC)O[C]/[C]=C(/C1=CC=C([C]=[C]1)[C]OC)\O[CH])c1cc(c(cc41)OC)OC)OC)OC)[O])c1cc(c(cc31)OC)OC)OC)OC)/OC)(/[CH])\[C].[C](=[C]\OC)\[CH].C(=C(\[C][C])/OC)(/[CH])\[C].[C]/[C]=C(/C(=[CH])[C])\OC.[CH2].[CH2].[H].[H].[H].[H].[H].[H].[O]
"mof_unit_pretest_1413.cif
",[C]1(C=[CH])O[Zn]23(N[CH])O/C(=C(\[C]C(=[CH])C=O)/[CH])/O[Zn](N[C]N)(O1)(O[C](C(=[CH])N)O2)O/C(=C(/[C]/C=[C]/[C]=O)\[CH])/O3.[H]
"mof_unit_pretest_1414.cif
",[C]1(C#C[C])O[Cu]234([Cu]([N][C][C])(O[C](C#C[C])O2)(O1)(O[C](C#C[C@]([C]OCCC)([C][O])[C]N)O4)O[C](C#C[C@@]([C]O[CH][CH2])([C]O[CH]C[CH2])[C]N)O3)[N][C][C].[CH2].[CH2].[CH3].[CH3].[CH][CH]C.[CH][CH]C.[H].[H].[H].[H].[H].[H].[H].[NH2].[NH2].[O].[O]
"mof_unit_pretest_1415.cif
",[C]1(c2c3c(c(cc2c2ccccc2)C(=O)O[Zn][O])[C@H](C3)C(=[CH])C=[CH])O[Zn@]23O[C]([C@@]45C[C@@H]([C@@]([C@H](C4(c4ccccc4)c4ccccc4)[C]=[CH])([C@]([C@@H]5c4ccccc4)(C(=[CH])[CH])C=O)C(=O)O[Zn][O])c4ccccc4)O[Zn@](O1)(O[C](c1c4c(c(cc1c1ccccc1)C(=O)[O])[C@H](C4)C=O)O2)O[C](c1c2c(c(cc1C=O)C(=O)[O])C[C@@H]2c1ccccc1)O3.[C](=[C]\[C]([C]([C])C=O)C=O)\O[Zn].[C]=O.[C]O[Zn].[C]([C][C]1[C]C[C@@H]1c1ccccc1)[O].[C]1[C][C]([C]1C=O)[C]=O.[C]C(=[CH])c1ccccc1.[H].[H].[O].[O].[C]C=[CH].[H].[CH]=[CH].[H].[CH]/C=C\[CH]
"mof_unit_pretest_1416.cif
",[C]1(c2cc(c(cc2OCCC)[N])OC[CH2])O[Zn]23(N4[CH]C=C(C=C4)[N])O[C](c4cc(c(cc4OCCC)[N])OCC[CH2])O[Zn](N4[CH]C=C(C=C4)[N])(O1)(O/C(=C(/[C]c1cc(ccc1)OC)\[C]OCCC)/O3)O/C(=C(\[C]c1cc(ccc1)OC)/[C]OCCC)/O2.[H].[CH3]
"mof_unit_pretest_1417.cif
",C(=O)(/C(=C/[C])/C=[C]/[C]C(=[CH])OCCC)O[Cu@](N1C(=Cc2c(=C1O)c1c(c3=C(N(C(=Cc3cc1)O)[Cu@](OC(=O)C1=C[C]=[C]C(=C1)[C]/C(=C\[C])/OCCC)(O[C]C#C[C])[O])O)cc2)O)(O[C]C#C[C])[O].[H].[H].[OH].[OH]
"mof_unit_pretest_1418.cif
",C(=O)([C]([C][CH])[C]([C])/C=C(\[C]=[CH])/CCC)O[Cu@@](N1C=CC(=c2c1cc(c1C=C(N(C=c21)[Cu@@]([O])(OC(=O)C(=[CH])[C]([C])CCC)O[C])C=O)CCC)C=O)(O/[C]=[C]\[CH]/C=[C]/[N]C(=O)C1=[C][C]=[C]C=C1)[O].[CH]=[CH].[C](=[C]\[O])\C=C/[C].[C]/C=C\[C].[C]1=C(C=C([C]=[C]1)[C][O])[CH].[C]/C=C\[C]C(=O)[N].[C](=[CH])[CH]CC.[CH]=[CH].[H].[O].[O]
"mof_unit_pretest_1419.cif
",[O][Cr]12(O[C](O[Cr@@]3(O[C](O[Cr](O/C(=C(\[C])/[CH])/O3)O2)C2=C3C(=C([C]4O[Cr]56(O[C](O[Cr]([O])([O])(O[C](O5)C(=[CH])[C]C=O)O6)c5ccc([C]6O[Cr]789O[C](O[Cr@@]%10(O[C](O[Cr](O6)(O/C(=[C]/[CH])/O%10)(OC(=C([CH])[CH])O7)O9)C6=CC=[C][C]=[C]6)O[C](O8)C(=[CH])[C]C=O)[C]/C=C\[C][C]=O)cc5)O/C(=C(/[C])\[CH])/O[Cr]O4)[C]=[C]2)CC3)O[C](O1)C(=[CH])[C]C=O)c1ccc([C]2O[Cr]345O[C](O[Cr]6(O[C]O[Cr@@](O2)(O/C(=[C]/[CH])/O6)OC(=C([CH])[CH])O3)(O[C](O4)C(=[CH])[C]C=O)O5)[C][CH]/C=[C]/[C]=O)cc1)[O].O=[C][C]([CH])[CH].O=[C][C]([CH])[CH].[CH2][CH2].[H].[H].[CH]=[CH].[CH]=[CH].[C][N][O].[C][N][O].[N]([O])[O].[N]([O])[O].[O].[O]
"mof_unit_pretest_142.cif
",C(=O)(C(=[CH])[C]([C])/C=C\[C]=[C]/Cl)O[Cu@@](N1C=CC=c2c1ccc1C=CN(C=c21)[Cu@@](O/[C]=[C]\[CH]/C=[C]/[C])(OC(=O)/C(=C/[C])/[CH])[O])([O])O/[C]=[C]\C=C/[C][C].[CH]=[CH].[CH]=[CH].[CH]=[CH].[H].[H]
"mof_unit_pretest_1420.cif
",C1(=C([C]O)[C]O)O[Cu]234([Cu](N([C]S([O])([O])O)[C]S([O])([O])O)(OC(=C([C]O)[C]O)O2)(O1)(O[C](C1=CC(=[C]C(=C1O)[C]S([O])([O])O)[CH])O4)O[C](C1=C(C(=[C]C(=C1)[CH])[C]S([O])([O])O)O)O3)N([C]S([O])([O])O)[C]S([O])([O])O
"mof_unit_pretest_1421.cif
",Br[CH]C([CH2])([CH2])C#C[C]1O[Cu]234([Cu]([N])(O[C]([C])O2)(O1)(O[C]([C])O3)O[C](C#CC([CH2])([CH2])[CH2])O4)[N].[H].[H].[H].[H]
"mof_unit_pretest_1422.cif
",C1(=C([CH][C])[CH][C])O[Cu]234([Cu](N(C=[CH])[CH][C])(O1)(O[C]([C]([C]([C])/C=C\[C])C=[CH])O2)(OC(=C([CH][C])[CH][C])O3)O[C](/C(=C/[CH])/[CH][C])O4)N([CH][C])C=[CH].[CH].[H].[H]
"mof_unit_pretest_1423.cif
",O1[C](O[Cu]234(O[C](O[Cu]14(O[C](O3)c1c(cc(N3C(=O)C4=C(C(=[C]C5=[C]C(=C(C(=C45)C3=O)C(=O)O)O)O)C(=O)O)cc1O)O)(O[C](O2)c1c(cc(N2C(=O)C3=C(C(=[C]C4=[C]C(=C(C(=C34)C2=O)C(=O)O)O)O)C(=O)O)cc1O)O)[N])[C])[N])[C]
"mof_unit_pretest_1424.cif
",[C]1(c2cc(c(cc2)[N])C(=[CH])/C=C\[C])O[Cu]234([Cu](N5[CH]C=C(C(=C5)OC)[N])(O[C](c5cc(c(cc5)[N])C(=[CH])/C=C\[C])O2)(O1)(O[C](/C(=C/[C])/[C]([C])c1ccccc1)O4)O[C](/C(=C/[C])/[C]([C])c1ccccc1)O3)N1[CH]C=C(C(=C1)OC)[N].[C]1=CC=CC=[C]1.[H].[C]1=[C]C=CC=C1.[H].[CH].[H].[CH].[H]
"mof_unit_pretest_1425.cif
",C1(=C([CH])[CH])O[Zn]23(N([CH])[CH])O[C](C#CC([CH2])([CH2])[C](CC)CC)O[Zn](N([CH])[CH])(O1)(O/C(=C(/[C]CC)\[C]C[CH2])/O2)O[C](C#CC([C](CC)CC)([CH]OC)[CH]OC)O3.[H]
"mof_unit_pretest_1426.cif
",[C]1(/C(=C(/[C])\CC)/C=[CH])O[Cu]234([Cu](N([CH][C])[CH][C])(O[C](/C(=C(/[C])\CC)/C=[CH])O2)(O1)(O[C](C(=[CH])[C]c1ccccc1[CH2])O4)O[C](C(=[CH])[C]c1ccccc1[CH2])O3)N([CH][C])[CH][C].[H].[H].[H].[H]
"mof_unit_pretest_1427.cif
",[C]1(c2c(cc(c3cc(c(c4c(c(c([C]=O)cc4F)F)F)c(c3)F)F)cc2)F)O[Cr]234O[C](c5cc(c(c6c(cc(c7cc(c(C(=O)[O])cc7)F)cc6F)F)cc5F)F)O[Cr@@]5(O[C](c6ccc(c7cc(c(c8c(cc([C](O[Cr][O])O[Cr])c(c8)F)F)cc7)F)cc6F)O[Cr](O[C](c6cc(c(c7cc(c(c8cc(c(C(=O)[O])cc8F)F)cc7F)F)cc6)F)O5)(O1)(O[C](c1c(cc(cc1F)c1ccc(cc1F)c1c(c(c([C]=O)c(c1)F)F)F)F)O3)O4)O[C](c1c(cc(c3ccc(c4cc(c(c(c4)F)[C]=O)F)cc3)cc1F)F)O2.[Cr]([O])[O].[O]
"mof_unit_pretest_1428.cif
",C\1(=C/[CH])/O[Zn]23(N[C]O[CH]C)O[C](C(=[CH])[C][C]([CH])Cl)O[Zn](N[C]O[CH]C)(O1)(O/C(=C\[CH])/O2)O[C](C(=[CH])[C][C]([CH])Cl)O3.[H].[H]
"mof_unit_pretest_1429.cif
",[C]1(C#CC([C][O])([CH])[CH])O[Zn]23([N][C][C@]([C]OCCC)([C]O[CH][CH])[CH])O[C](C#CC([CH])([C][O])[CH])O[Zn]([N][C][C@@]([C][O])([C]O[C][CH2])[CH])(O1)(O[C](c1ccc(c(c1OCCC)OCCC)C(=[N])[N])O3)O[C](c1ccc(c(c1OCCC)OCCC)C(=[N])[N])O2.[CH].[CH].[CH3].[CH].[CH].[CH3].[CH2].[CH3].[CH2].[CH2].[CH3].[H].[H].[H].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_143.cif
",C(=O)(C#C[C@]12C[C@@]([C@]([CH]C1)(C[C]2[C][O])C#CC(=O)[O])(C(=O)O)[C][O])O[Cr](OC(=O)C#C[C@]12[CH][C][C@](CC1)(CC2)C#C[C]1O[Cr]O[Cr]O[C](c2cc(c(cc2C(=O)O)C#Cc2c(c(c([C]3O[Cr]O[C](C#C[C@]45CC[C@]([C@@H](C4(C(=O)O)C(=O)O)C(=O)O)([C@H](C5)C(=O)O)C#CC(=O)[O])O[Cr]O3)c(c2)C(=O)O)C(=O)O)C(=O)[O])C(=O)O)O[Cr]O1)([O])(OC(=O)C1=[C][C]=C(C=C1C(=O)O)C#Cc1cc(c(c(c1)C(=O)O)C(=O)[O])[C]=O)OC(=O)C1=[C]C=C(C=C1)C#Cc1ccc(cc1[C])C(=O)[O].[H].[H].[C](=O)O.[C]O.[O].[C](=O)O.[C](=O)O.[O].[H].[H].[O].[H].[OH].[H].[O].[OH].[H]
"mof_unit_pretest_1430.cif
",[C]1(c2ccc(c3nnc(c4c(cc(c(c4C=O)S([O])([O])O)C(=O)[O])C=O)nn3)cc2S([O])([O])O)O[Cr]234O[C](C5=C([C]=[C]C=C5)[S]=O)O[Cr]5(O[C](C6=C([C]=[C]C=C6)[S]=O)O[Cr@](O1)(O[C](C1=CC(=C([C]=[C]1)C(=[N])/N=N\[C])C=O)O5)O[C](c1cc(c(c(c1S([O])([O])O)C=O)c1nnc(c5ccc([C]6O[Cr]O[C](C7=C([C]=[C]C=C7)[S@@]([O])O)O[Cr]O[C](C7=C([C]=[C]C=C7)[S]=O)O[Cr]O6)c(c5)S([O])([O])O)nn1)C=O)O2)(O[C](C1=CC(=C([C]=[C]1)C(=[N])/N=N\[C])C=O)O3)O4.[C]/N=N\C(=[N])C1=C(C=C([C]=[C]1)C(=O)[O])C=O.[C]/N=N\C(=[N])C1=C(C=C([C]=[C]1)C(=O)[O])C=O.[H].[H].[H].[H].[N].[N].[N].[N].[O].[O].[O].[H].[O].[O].[H].[O].[O].[O].[H].[S@@](=O)([O])O.[S@@](=O)([O])O.[S@@](=O)([O])O.[S@@](=O)([O])O.[CH]=O.[CH]=O.[CH]=O.[CH]=O
"mof_unit_pretest_1431.cif
",[C]1(C2=C(C(=[C]C(=C2OCC)[C]C=[CH])C(=O)O)OCC)O[Zn]23(N4[CH]C=[C]C(=C4)[C]=[CH])O[C](C4=C(C(=[C]C(=C4OCC)C(=O)O)[C]C=[CH])OCC)O[Zn](N4[CH]C=C(C(=C4)[C]C=[CH])[C])(O1)(O[C](c1ccc(c(c1)OCC)N1C(=O)C(=[CH])[C]=C(C1=O)[CH])O3)O[C](c1ccc(c(c1)OCC)N1C(=O)C(=[CH])[C]=C(C1=O)[CH])O2.[H]
"mof_unit_pretest_1432.cif
",C1(=O)/C(=C(/C(=O)O[Zn@](OC(=O)/C(=C(/[C](O[Zn][O])O[Zn](O[C][C]O)OC(=O)/C(=C(/[C]2O[Zn](O[C]([C](/C(=C\3/O[Zn](O[Zn@]([O])(O1)O3)O[C]/[C]=[C]\CCC)/O)CCC)O[Zn]O[C]([C]O)O[Zn]O2)[O])\CCC)/O)\CCC)/O)([O])O[C]/[C]=[C]\[CH2])\O)/CC[CH2].[CH].[CH].[C]CCC.[C][CH2].[CH2].[CH2].[H].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_1433.cif
",[C]1(/C=[C]\OCCC)O[Cu]234([Cu](N([C]O[CH]CC)C(=O)O)(O1)(O[C](C#CC([C][O])([C]OCCC)[C][O])O2)(O[C]([CH][C]OC[CH])O3)O[C](C#CC([C]C(=O)O)([CH])[CH])O4)N[C]C(=O)O.[CH2][C].[CH2].[CH][CH].[CH2].[CH3].[H].[H].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_1434.cif
",[C]1(C#CC([C]C=O)([C][O])[C][O])O[Zn@@]23O[Zn@@]4(O[C](C#C[C]([C]C=O)[C]C=O)O[Zn](O[C]([C]([C]C=O)[C][C](OCCC)C=O)O2)O[C]2c5c6CCc6c([C]6O[Zn]7O[C](c8c9c(c(c(c8OCCC)C=O)[C]8O[Zn]%10O[C](C#CC([C]C=O)([C]C=O)[CH])O[Zn@@]%11%12O[Zn@](O[C](C#C[C]([C]C=O)[C][O])O[Zn](O[C](/C(=[C]\OCCC)/[C][CH]OC[CH2])O%11)O/C(=C(\[C][CH2])/[C]OCCC)/O%10)(O8)O[C](c8c%10c(c(c(c8C=O)C=O)[C]8O[Zn@]%11%13O[Zn@]%14(O[C](C#CC([C]C=O)([C]C=O)[CH])O[Zn](O[C](c%15c(c(c(c%16c%15[C@@]([C@@H]%16OCCC)(OCCC)C=O)[C](O[Zn](O1)O2)O4)OCCC)C=O)O%13)O[C](/C(=[C]\OCCC)/[C][CH2])O[Zn](O[C](/C(=[C]\O[CH]CC)/[C][CH]OCCC)O%14)O[C](C#C[C]([C][O])[C][O])O%11)O8)CC%10)O%12)[C@]([C@H]9OCCC)(OCCC)C=O)O[Zn@@]12O[Zn@@](O[C](C#CC([C]C=O)([C][O])[C][O])O7)(O[C](/C(=[C]\C=O)/[C][C](OC[C]C)C=O)O[Zn](O[C](C#C[C]([C]C=O)[CH])O1)O6)O[C](/C(=[C]\C=O)/[C][CH2])O2)c(c5OC[CH2])OCCC)O[C](/C(=[C]\C=O)/[C][CH2])O3.[C]C=O.[C]C=O.[CH].[C]O[C][CH2].[CH3].[H].[H].[H].[CH2].[H].[CH].[H].[CH2].[CH3].[CH2].[CH2].[CH3].[CH].[H].[CH].[H].[CH].[H].[H].[H].[H].[CH2].[H].[CH2].[CH2].[CH3].[CH].[H].[CH].[H].[CH3].[CH2].[CH2].[CH3].[CH2][CH]C.[H]
"mof_unit_pretest_1435.cif
",[C]1([C])O[Zn]23([N])O[C](C(=[CH])[C]C=[CH])O[Zn]([N])(O1)(O[C]([C])O2)O[C](/C(=[C]\O[CH2])/[C]C=[CH])O3.[CH].[CH2].[CH3].[H].[H].[H].[H].[H]
"mof_unit_pretest_1436.cif
",C(=[C]\C#N)(/[C]C#N)\[C]1O[Cu]234([Cu](N([CH])[CH])(O[C](/C(=[C]\C#N)/[C]C#N)O2)(O1)(O[C](C([C]O)([C]C#N)[C]O)O4)O[C](C([C]C#N)([C]O)[C]O)O3)N([CH])[CH]
"mof_unit_pretest_1437.cif
",Br/C(=C(/[C]/[C]=C/[N])\I)/[C]=[CH].Br[C](/C(=[C]/[C]/C=N/[Ni][N])/I)[C]=[CH].Br/[C]=C(/[C][C][C][C])\I.Br/C(=C/[C])/C(=[C]/[C]=[CH])/I.Brc1c(cnn1[Ni@@](=N[CH])([N][CH]C(=[C])[C]C(=[CH])c1c(cccc1)I)N=[CH])C(=[CH])/C=[C]/[CH].BrC1=C([CH]N(N1[Ni@](=N[CH])([N]/C=[C]/[C]C(=[CH])c1c(cccc1)I)N=[CH])[Ni]N=[CH])C(=[CH])/C=[C]/[CH].[C]([C])[CH].[CH]=[C]I.[CH].[CH].[CH]=[N].[CH]=[N].[H].[I]
"mof_unit_pretest_1438.cif
",[C]1=C(C(=O)[O])C(=C(C(=O)[O])C2=C(C(=[C]C(=C12)[C]/[C]=C(/[C]([C])N)\[CH])[CH])N)N.[C][C](C1=[C]C2=C(C(=C([C]=[C]2)[C](C(=O)[O])/C(=[C]/C(=O)[O])/N)N)C=C1)N.C12=[C][C]=C([C](C(=O)[O])/C(=[C]/C(=O)[O])/N)C(=C1C=CC(=[C]2)[C]([C])N)N.[C][C]([C]([C]([C])[C](C(=O)[O])/C(=[C]/C(=O)[O])/N)N)C=[CH].c12=C([C])C(=C[CH]c2c(c2c3c(c(C(=O)[O])c(c2C(=O)[O])N)C(=[C][C]=c13)N)N)[C]([C])N.[C]1=[C]C(=C(C(=[C]1)[C](C(=O)[O])/C(=[C]/C(=O)[O])/N)N)[CH].[C]([C]=[CH])N.[Cu].[Cu].[Cu].[Cu].[Cu].[Cu]
"mof_unit_pretest_1439.cif
",[C]1([C])O[Cu]234([Cu]([N])(O[C]([C])O2)(O1)(O[C](c1ccc(cc1)N1C(=O)C2=C5C(=CC=[C]C5=[C]C=C2[O])C1=O)O4)O[C](c1ccc(cc1)N1C(=O)C2=C(C=[C]C4=[C]C=CC(=C24)C1=O)[O])O3)[N].[CH2]C.[CH2]C.[H].[H].[H].[H]
"mof_unit_pretest_144.cif
",O1[C](O[V]2([O])([O])O[C](O[V]1(O[C][C]/C(=C\[C][C])/C=O)(O[C][C]/C(=C\[C])/C=O)(O2)[O])c1cc(c(cc1C=O)[C]C=[CH])S([O])([O])O)c1cc(c(cc1C=O)[C])[S]([O])[O].O1[C](O[V]2([O])([O])O[C](O[V]1(O[C][C]/C(=C\[C])/C=O)(O[C][C]/C(=C\[C][C]/C=C\[C])/C=O)(O2)[O])c1cc(c(cc1C=O)/[C]=C/[CH])S([O])([O])O)c1cc(c(cc1C=O)[C])S([O])([O])O.[CH]=[C]S([O])([O])O.[CH]=[C]S([O])([O])O.[CH]=[C]S([O])([O])O.[CH]=[C][S]([O])[O].[CH]=[CH].[CH]=C[C].[CH]=[CH].[CH]=[CH].[CH]=[CH].[OH].[OH]
"mof_unit_pretest_1440.cif
",[C]1([C]([C][CH2])[C]O)O[Zn]23(N([CH])[C][CH2])O[C]([CH][C]C(=O)O)O[Zn](N([C]C(=O)O)[C][CH]C(=O)O)(O1)(O[C]([C]([C]C(=O)O)[C][CH2])O2)O[C](C=[CH])O3
"mof_unit_pretest_1441.cif
",[C]1(C(=[CH])[C][CH2])O[Zn]23(N([C][CH]Cl)[CH])O[C]([C])O[Zn](N([C][CH]Cl)[CH])(O1)(O[C](/C(=[C]\Cl)/[C][CH2])O2)O[C]([C])O3.[Cl].[H].[NH]
"mof_unit_pretest_1442.cif
",C(=O)([C](/C(=C(/[C](C(=O)O[Cu]([NH])OC(=O)[C]([C]([C]([C]([C]1O[Cu]2[Cu@](N=[CH])(O[C]([C](/C(=C(/[C](C(=O)O[Cu]([NH])OC(=O)[C]([C]([C]([C](C(=O)[O])OC[CH])OCC)OC[CH])OC[CH2])O[CH2])\OCC)/OC[CH2])OC[CH2])O2)O1)OC[C])OCC)O[CH2])OC[CH2])OCC)\OCC)/OC[CH2])OC[CH])[O].[CH]=[N].[CH].[CH].[H].[H].[H].[H].[CH3].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[H].[CH2].[H]
"mof_unit_pretest_1443.cif
",O1[C](O[V]2(O[C](O[V]1(O2)(O[C][C]C1=C([C][C][O])[C@H]([C@H]1OCC[CH])O[CH2])(O/[C]=[C]\[CH][CH][C]([C][O])[O])[O])c1c2c(c(cc1OC[CH]C)C(=O)[O])[C@@H](C2)OC[CH2])([O])[O])c1c2c(c(c(c1)N(=O)=O)C(=O)O[V][O])CC2.[H].[CH]=[CH].[O][V][O].[O].[CH]C.[H].[H].[CH3].[CH2]C[CH2].[H].[H].[H]
"mof_unit_pretest_1444.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C][C])(O[C]C=[C])(O2)[O])c1c2ccccc2c([C]2O[V]3([O])([O])O[C](O[V](O[C][C])(O2)(O[C][CH])(O3)[O])/C=[C]\[O])c2ccccc12)[O])/C=[C]\O.C1=[C][C]=CC=C1.C1=CC=C[C]=[C]1.[C][O].[O].[H].[H].[H]
"mof_unit_pretest_1445.cif
",O1[C](O[Zn]23(O[C](O[Zn]1(O[C](O2)C(=[CH])[C]/C(=[C]/N(=O)=O)/F)(O[C](O3)C(=[CH])[C]/C(=[C]/[N][O])/F)N([CH])[CH])/C(=[C]\F)/[C]F)N([C]N(=O)=O)[C]N(=O)=O)/C(=[C]\F)/[C]F.[O]
"mof_unit_pretest_1446.cif
",O1/C(=C(\[C][CH2])/[CH])/O[Cu]234(O[C](O[Cu]12(O/C(=C(/[CH])\[C][CH]C=O)/O3)(O[C](O4)C#CC(=[CH])[CH])N([CH])[C][CH2])C#CC(=[CH])[CH])N([C][CH2])[C]OC[CH2].[H]
"mof_unit_pretest_1447.cif
",[C]1([CH][C]C#N)O[Zn]23(N([CH])C#N)O[C](C#CC([C](C#N)S([O])(O)[O])([C](C#N)S([O])([O])O)[C](C#N)S([O])([O])O)O[Zn](N([C]C#N)C#N)(O1)(O[C]([C]([C][S]([O])[O])C#N)O2)O[C](C#C[C@@]([C](C#N)S([O])([O])O)([C](S([O])([O])O)S([O])([O])O)[C](C#N)S([O])([O])O)O3.[H].[O]
"mof_unit_pretest_1448.cif
",C\1(=C/[CH])/O[Cu]234([Cu](N[CH])(O1)(O[C]([C]([C]([C])C=[CH])C(=[CH])C(=O)[O])O2)(O/C(=C(\[CH])/[C]=O)/O3)O[C](C1=C[C]=[C]C=C1C(=O)[O])O4)N[CH].[CH].[H].[OH].[H]
