MOFname,volume [A^3],weight [u],surface_area [m^2/g],volumetric_sa [m^2/cm^3],void_fraction,void_volume [cm^3/g],topology_num,metal_element,metal_group,functional_group_1,functional_group_2,organic_linker1,organic_linker2,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_545,1589.087526,887.20824,2431.09,2253.8526056850797,0.3247999999999999,0.3503,0,1,12,10,10,1,17,16.33092361,5.739617
mof_unit_pretest_546,3877.066803,2901.39768,297.49,369.67754655668756,0.13622,0.1096,3,4,6,20,10,1,4,64.42263191,6.452689
mof_unit_pretest_547,3894.686316,3189.899693,197.06,268.00922739084496,0.09271,0.0681999999999999,3,4,6,1,1,4,15,62.5792791,8.244467999999998
mof_unit_pretest_548,2105.644791,1452.68808,0.0,0.0,0.0857099999999999,0.0748,2,9,5,9,9,18,24,81.50383459999999,8.760234
mof_unit_pretest_549,3752.442749,2073.49772,1640.67,1505.4191990322277,0.25044,0.2728999999999999,3,4,6,20,20,17,17,40.15362582,6.018731
mof_unit_pretest_550,1359.120188,1211.96094,594.3,880.0011026483085,0.1530199999999999,0.1033,2,9,5,4,9,5,24,27.42488175,6.944380000000001
mof_unit_pretest_551,3562.254425,1380.061789,3119.06,2006.5225834637981,0.35848,0.5572,0,1,12,1,7,7,16,11.31429097,5.202496
mof_unit_pretest_552,4397.719525,1640.99976,3137.08,1943.807752765539,0.41936,0.6767999999999998,2,9,5,8,8,3,18,31.83665713,6.750181
mof_unit_pretest_553,1128.718562,897.2931599999998,720.56,951.1862550027258,0.1521799999999999,0.1153,0,2,11,3,9,4,11,32.94776569,6.478448
mof_unit_pretest_554,3893.494516,2721.50016,796.1,924.0237777116688,0.1560099999999999,0.1343999999999999,3,4,6,6,6,1,11,48.86421228,6.757542
mof_unit_pretest_555,2207.737948,989.61612,2394.43,1782.2478919374123,0.3471299999999999,0.4663999999999999,0,1,12,14,16,17,24,13.17782812,5.138281
mof_unit_pretest_556,1542.800848,962.64828,1512.5,1567.1114357200222,0.2282599999999999,0.2203,0,2,11,17,20,4,18,35.17027176,6.25597
mof_unit_pretest_557,1118.4721,727.67072,1047.69,1131.8510284579263,0.1635399999999999,0.1514,0,2,11,14,14,14,22,21.98808015,6.541102
mof_unit_pretest_558,1300.727126,871.26004,1232.15,1370.477487817877,0.2204699999999998,0.1981999999999999,0,1,12,17,20,4,16,36.40484502,6.90762
mof_unit_pretest_559,2301.149351,1990.62624,0.0,0.0,0.10217,0.0710999999999999,0,1,12,17,17,22,22,38.14413816,7.178661
mof_unit_pretest_560,1363.931648,932.20084,889.4099999999999,1009.405385651266,0.17593,0.155,2,9,5,11,11,4,5,19.4234773,5.580781
mof_unit_pretest_561,2150.677291,1139.37252,2106.54,1853.1344410131853,0.29158,0.3315,0,2,11,2,13,13,20,18.5464168,5.983031
mof_unit_pretest_562,3052.050777,1561.62858,2375.34,2018.173513895611,0.3550499999999999,0.4178999999999999,5,12,10,17,4,4,13,19.06493565,5.225148
mof_unit_pretest_563,2610.005406,1504.68312,1359.44,1301.3988321560025,0.19664,0.2054,2,9,5,18,17,13,21,22.9881224,6.288094
mof_unit_pretest_564,2927.246192,1021.78056,3119.43,1808.0913008646523,0.3880799999999999,0.6694999999999999,0,1,12,16,6,3,10,12.00450648,4.843883
mof_unit_pretest_565,1082.6406470000002,714.854926,0.0,0.0,0.20054,0.1829,0,1,12,1,2,10,26,16.82990002,6.144181
mof_unit_pretest_566,1308.038511,735.32236,1602.46,1495.8607458197387,0.2574299999999999,0.2757999999999999,0,1,12,12,12,4,16,22.15342076,6.147303
mof_unit_pretest_567,1497.968935,915.05316,1608.77,1631.8649079422323,0.2598599999999999,0.2561999999999999,0,1,12,2,9,1,18,23.38203963,5.765458
mof_unit_pretest_568,3350.944846,1731.58248,2035.7,1746.772741491803,0.2476599999999999,0.2886,0,2,11,14,14,16,16,26.45437147,5.953829
mof_unit_pretest_569,1632.147693,1282.44288,521.6,680.5544595255205,0.1015799999999999,0.0778999999999999,2,9,5,20,17,4,2,37.93293346,7.097592
mof_unit_pretest_570,2274.323638,1686.74812,471.19,580.2842199760897,0.1062,0.0861999999999999,0,1,12,8,5,14,14,45.17912779,7.598486999999999
mof_unit_pretest_571,2254.965223,1352.65684,0.0,0.0,0.1356499999999999,0.1361999999999999,2,9,5,11,8,11,18,69.55720131,7.851908
mof_unit_pretest_572,2298.707241,851.43912,3129.39,1924.7589734861986,0.4506899999999999,0.7328,0,1,12,12,12,13,17,12.35444501,4.9549
mof_unit_pretest_573,3851.886318,1707.152779,3097.65,2279.701579579978,0.45121,0.6130999999999999,4,1,12,20,1,38,38,13.04801323,4.904367
mof_unit_pretest_574,1905.014666,1279.70084,1502.09,1675.5323317753473,0.2593199999999999,0.2325,0,1,12,19,20,2,5,39.67769545,6.008369999999999
mof_unit_pretest_575,1637.7787970000002,1023.31144,1402.66,1455.2972994125762,0.2394,0.2306999999999999,2,9,5,17,17,4,11,15.87300568,5.471287
mof_unit_pretest_576,2033.305839,1747.11756,767.19,1094.634370603123,0.1549899999999999,0.1086,0,2,11,10,3,9,18,31.66796511,6.520723
mof_unit_pretest_577,4181.582735,2465.24428,0.0,0.0,0.12082,0.1234,0,1,12,7,16,24,24,16.70227713,6.095968
mof_unit_pretest_578,3498.4796909999995,1454.622936,3225.46,2226.9448431811575,0.3989599999999999,0.5777999999999999,2,9,5,1,9,6,18,17.35845046,5.689849
mof_unit_pretest_579,2130.376481,1524.84808,0.0,0.0,0.08437,0.0709999999999999,2,9,5,15,15,2,18,133.05765490000002,8.743799000000001
mof_unit_pretest_580,2014.093877,1109.94464,1906.06,1744.23462230503,0.25921,0.2833,0,2,11,9,19,18,24,30.19956071,5.750742
mof_unit_pretest_581,2550.766209,1142.32776,2101.19,1562.5435380241165,0.25738,0.3461,0,2,11,7,11,7,10,14.18077826,6.717892
mof_unit_pretest_582,1783.679947,1053.24472,1983.69,1945.0594999297093,0.3177599999999999,0.3241,0,2,11,3,3,14,26,20.01597398,5.48117
mof_unit_pretest_583,4207.91458,2089.543136,1973.25,1627.0963228054952,0.3967,0.4811,1,10,2,6,3,43,54,21.5088892,5.6286510000000005
mof_unit_pretest_584,2794.968256,1565.72644,1600.25,1488.5847578641442,0.2237399999999999,0.2404999999999999,2,9,5,10,14,10,28,39.73816967,6.890239
mof_unit_pretest_585,5431.277461,2289.6810800000003,2911.99,2038.4948158318107,0.3063,0.4375999999999999,3,4,6,11,20,7,7,21.35634226,5.782266
mof_unit_pretest_586,4011.140266,2785.67,805.86,929.3261197834172,0.15353,0.1331,3,4,6,7,7,11,15,35.66643059,6.877653
mof_unit_pretest_587,2055.333661,1080.00464,1684.41,1469.7308956437366,0.2576899999999999,0.2953,0,2,11,10,11,9,18,19.65229671,5.595554
mof_unit_pretest_588,1543.971042,1448.50924,1019.83,1588.753896750127,0.2346,0.1506,0,2,11,3,3,1,17,15.95925755,5.507869
mof_unit_pretest_589,1530.93992,985.84572,759.25,811.8622246220579,0.13567,0.1269,0,2,11,11,11,1,18,22.84230123,6.8580630000000005
mof_unit_pretest_590,1331.961876,697.50896,2213.92,1925.1591870276493,0.3098299999999999,0.3563,0,2,11,20,8,1,13,21.74312628,5.953868
mof_unit_pretest_591,1335.213219,815.7078,1329.58,1348.7926531791725,0.23744,0.2341,0,2,11,19,19,14,16,24.56963322,6.240585
mof_unit_pretest_592,1098.848639,745.6794,0.0,0.0,0.08132,0.0722,0,2,11,10,13,4,24,27.99258059,7.385299
mof_unit_pretest_593,2182.673992,1970.660877,493.29,739.5576927449088,0.12642,0.0843,0,2,11,1,2,22,22,22.68228294,5.991147
mof_unit_pretest_594,1639.029553,723.63896,2975.33,2181.308159536108,0.3308099999999999,0.4511999999999999,0,2,11,16,15,1,23,13.49805134,5.063808
mof_unit_pretest_595,1652.07784,1060.10556,1473.99,1570.5793019578052,0.25028,0.2349,0,2,11,20,2,14,23,25.31734659,5.77343
mof_unit_pretest_596,1172.068041,1217.136666,0.0,0.0,0.0,0.0,0,1,12,1,17,4,22,34.33581214,6.6750300000000005
mof_unit_pretest_597,2337.390149,977.50764,3038.36,2109.963328317532,0.3931899999999999,0.5662,0,1,12,8,8,18,24,11.77477443,5.349459
mof_unit_pretest_598,3505.035869,1396.75708,3177.16,2102.3945744720977,0.39323,0.5943,2,9,5,18,18,6,18,30.70428821,6.067214
mof_unit_pretest_599,1078.896369,946.50568,0.0,0.0,0.11382,0.0781,0,2,11,9,9,10,10,64.29638934,7.866691
mof_unit_pretest_600,3500.81381,2091.05494,2087.13,2070.106346429745,0.3371799999999999,0.34,2,9,5,4,14,6,18,33.27708198,6.277391000000001
mof_unit_pretest_601,1541.737035,1266.15214,853.08,1163.3545020267472,0.17705,0.1298,0,1,12,17,4,14,18,50.08706807,7.157073
mof_unit_pretest_602,1925.542201,1347.5486,1191.74,1384.9039008569966,0.21734,0.187,2,9,5,3,2,13,24,10.46392552,5.606559
mof_unit_pretest_603,1955.452351,1484.88884,574.92,724.9379718881532,0.12449,0.0986999999999999,3,4,6,20,20,4,4,59.10678498,8.583704
mof_unit_pretest_604,1114.791297,755.18304,1107.37,1245.6560404255179,0.1966499999999999,0.1748,0,1,12,17,10,4,24,37.7415638,6.405159
mof_unit_pretest_605,3568.420159,1138.29908,3403.34,1802.7373841274673,0.4610799999999999,0.8705,0,2,11,7,20,17,26,10.22717227,5.319435
mof_unit_pretest_606,5163.3352,2551.755558,2183.82,1792.1415735894986,0.3024399999999999,0.3684999999999999,5,12,10,1,7,12,22,17.65432981,5.696829
mof_unit_pretest_607,2273.201421,1452.76416,1436.33,1524.256852066478,0.23493,0.2214,3,4,6,16,16,14,19,27.46888969,5.850702
mof_unit_pretest_608,946.421103,701.4296,0.0,0.0,0.125,0.1016,0,2,11,16,3,4,5,36.72946389,6.342058
mof_unit_pretest_609,1628.845294,919.472036,1909.51,1789.8941613941606,0.24595,0.2624,0,1,12,1,18,22,25,10.88930569,5.11402
mof_unit_pretest_610,1605.461325,822.56112,2339.83,1990.670409933858,0.29959,0.3521,0,2,11,13,3,13,14,14.72665331,5.381412
mof_unit_pretest_611,1145.147794,798.46614,0.0,0.0,0.0821399999999998,0.0709,0,1,12,16,12,4,22,33.08273533,7.129581
mof_unit_pretest_612,1246.9718369999998,1377.22253,491.37,901.1619322345015,0.1301499999999999,0.0709999999999999,0,2,11,6,4,14,19,33.32411965,6.455495
mof_unit_pretest_613,3086.038822,2377.5108800000003,0.0,0.0,0.0561699999999999,0.0439,2,9,5,20,8,18,29,47.72107143,9.269446
mof_unit_pretest_614,2508.170001,2076.716797,286.77,394.2763695444716,0.13874,0.1009,2,9,5,1,19,16,16,62.56170654,6.883872
mof_unit_pretest_615,2236.630081,1202.09384,2034.8,1815.986707478019,0.29579,0.3313999999999999,0,2,11,2,16,17,22,15.52989332,5.481532
mof_unit_pretest_616,1607.952857,791.75092,2154.08,1761.2614101463812,0.3090199999999999,0.3779,0,2,11,6,6,13,15,17.47397166,5.63389
mof_unit_pretest_617,3631.767068,1340.38096,3108.65,1905.1484337276468,0.3836899999999999,0.6260999999999999,0,2,11,6,11,18,27,16.69855423,5.7386040000000005
mof_unit_pretest_618,1955.990704,1520.656675,0.0,0.0,0.0848399999999999,0.0656999999999999,2,9,5,5,1,13,2,81.49099253,9.066821
mof_unit_pretest_619,1049.134677,569.0608,2393.15,2155.480383770916,0.29196,0.3241999999999999,0,1,12,8,8,10,25,13.78583101,5.440657
mof_unit_pretest_620,1987.603941,2311.93004,0.0,0.0,0.08447,0.0437,3,4,6,3,2,1,22,69.30536615,7.763494
mof_unit_pretest_621,2948.179249,1263.025679,3328.51,2367.8538201653,0.34115,0.4794999999999999,0,2,11,1,16,11,29,15.28979621,5.448308
mof_unit_pretest_622,4466.609639,1394.134446,4111.38,2130.889866467152,0.44577,0.8600999999999999,0,1,12,13,1,3,13,6.706266172,4.951499
mof_unit_pretest_623,1500.454643,979.97692,588.52,638.2648503962021,0.10374,0.0956999999999999,0,2,11,16,13,14,20,21.52478434,5.833144
mof_unit_pretest_624,5173.656274,3179.986918,1205.87,1230.7645496521266,0.19095,0.1870999999999999,5,12,10,1,11,4,11,26.91296767,6.347084
mof_unit_pretest_625,3305.832961,1889.11208,848.22,804.8817017381668,0.19466,0.2051,2,9,5,8,16,17,25,29.39355756,7.650922999999999
mof_unit_pretest_626,1955.434013,1535.93404,260.47,339.7299511504454,0.1088699999999999,0.0835,3,4,6,20,17,4,22,77.34875277,8.210471999999998
mof_unit_pretest_627,4085.04951,4190.459533,0.0,0.0,0.05732,0.0335999999999999,3,4,6,19,1,11,14,99.69745969,9.811625
mof_unit_pretest_628,2230.634438,1256.13212,1587.99,1484.9143611576292,0.2514199999999999,0.2688999999999999,0,2,11,19,19,9,17,34.64757268,6.408318
mof_unit_pretest_629,2051.397131,995.66984,2740.93,2209.074074144179,0.3488299999999999,0.4328,0,2,11,9,20,16,20,16.99888311,5.620591
mof_unit_pretest_630,1162.689537,619.2056,2011.74,1779.0562857483972,0.2787,0.3151999999999999,0,1,12,5,5,12,15,14.12647858,5.322498
mof_unit_pretest_631,1684.261011,1381.1472,516.63,703.4883660772421,0.1255999999999999,0.0922,2,9,5,2,17,11,2,42.95462375,6.783503
mof_unit_pretest_632,2269.464157,972.4038,2895.34,2060.011362129688,0.37106,0.5214999999999999,0,1,12,2,11,2,9,12.13952734,5.136142
mof_unit_pretest_633,2812.856436,1840.89704,761.75,827.829924956305,0.13521,0.1244,2,9,5,17,18,2,13,50.41250335,7.346977
mof_unit_pretest_634,8289.864794999998,2432.448373,4037.83,1967.3921791710175,0.46586,0.9561,8,2,11,13,1,34,35,11.05440687,5.547907
mof_unit_pretest_635,2962.295246,2298.045956,705.38,908.6575421644743,0.15594,0.121,1,10,2,11,19,43,56,20.36970729,6.676969000000001
mof_unit_pretest_636,3765.462031,2800.35072,0.0,0.0,0.10579,0.0856999999999999,4,1,12,10,18,38,38,33.3263354,6.4853
mof_unit_pretest_637,2263.699746,951.83412,2990.44,2087.970055526361,0.3729299999999999,0.5341,0,2,11,8,8,2,9,15.47847997,5.101895
mof_unit_pretest_638,1341.055515,833.1244,1500.89,1548.3127414549763,0.22391,0.2170999999999999,0,1,12,17,8,11,13,29.83107173,6.042294999999999
mof_unit_pretest_639,3432.285049,1420.6324,3092.84,2125.7028090063036,0.39831,0.5795,8,1,12,20,16,36,36,15.67028342,5.34028
mof_unit_pretest_640,1401.571191,799.34168,1545.21,1463.3611908398952,0.2382199999999999,0.2515,0,2,11,2,12,12,21,11.99108476,5.550996
mof_unit_pretest_641,4042.817270000001,1764.983459,2218.08,1607.979321638263,0.39065,0.5389,2,9,5,1,11,3,17,10.37343021,5.057329
mof_unit_pretest_642,2446.281359,1271.634438,2556.51,2206.734561573862,0.30984,0.3589,0,1,12,5,1,22,28,17.15970177,5.085586
mof_unit_pretest_643,1122.651082,885.79834,1261.92,1653.3645152043277,0.23818,0.1817999999999999,0,1,12,4,2,1,4,16.97930087,5.768431
mof_unit_pretest_644,2437.443171,1288.57312,1615.02,1417.748510805887,0.2124399999999999,0.2419999999999999,2,9,5,11,11,18,19,64.32997938,7.275722
mof_unit_pretest_645,1922.647351,1762.00433,518.74,789.4121406809234,0.1302299999999999,0.0855999999999999,2,9,5,4,5,13,24,41.47750736,7.068922
mof_unit_pretest_646,1158.493719,593.53208,2118.42,1802.2262368601885,0.2848399999999999,0.3347999999999999,0,2,11,5,20,11,14,16.41606232,5.384355
mof_unit_pretest_647,1667.824297,1249.41222,0.0,0.0,0.13455,0.1082,2,9,5,2,8,11,2,47.38482249,7.492632
mof_unit_pretest_648,1444.953132,1045.1961,835.27,1003.269545634489,0.1652599999999999,0.1376,0,1,12,4,18,12,18,27.02049112,6.20531
mof_unit_pretest_649,2863.402376,1105.9624,4284.47,2747.905628953882,0.3954099999999999,0.6165,0,2,11,5,15,1,29,12.01224871,4.833208
mof_unit_pretest_650,1828.277663,1003.42564,2039.73,1858.9274927539118,0.2446,0.2684,0,1,12,15,15,10,29,30.55970787,6.607136
mof_unit_pretest_651,1864.078167,783.3651599999998,2942.43,2053.3027967907665,0.38223,0.5476999999999999,0,1,12,6,10,13,16,12.26889327,4.739954
mof_unit_pretest_652,1943.365754,1604.794832,0.0,0.0,0.0,0.0,2,9,5,13,1,11,16,37.45816716,9.88596
mof_unit_pretest_653,1641.582986,1013.77149,0.0,0.0,0.1672899999999999,0.1630999999999999,0,2,11,12,4,4,23,23.77991315,6.241965
mof_unit_pretest_654,2255.387183,1402.6807199999998,1619.5,1672.4971949905566,0.2563599999999999,0.2482,3,4,6,19,19,4,19,29.89659128,6.024518
mof_unit_pretest_655,2398.782007,1005.83844,2829.77,1970.3133986296232,0.37356,0.5364999999999999,0,2,11,8,20,16,26,15.13872817,4.923702
mof_unit_pretest_656,2283.6528510000003,1275.9207199999998,1281.14,1188.603273289894,0.1924899999999999,0.2074999999999999,0,1,12,8,12,2,22,15.01305665,5.909529
mof_unit_pretest_657,1728.3261690000002,1001.615636,1562.38,1503.5185371240832,0.2161899999999999,0.2245999999999999,0,1,12,1,6,16,22,24.04005533,6.18489
mof_unit_pretest_658,3277.893375,1778.70024,1928.82,1737.9863769860156,0.25956,0.2881,2,9,5,20,17,16,26,38.58564805,6.343509
mof_unit_pretest_659,2352.641249,1043.93784,2853.66,2102.6543528577395,0.3411599999999999,0.463,0,2,11,16,20,24,28,11.37889718,4.994071
mof_unit_pretest_660,1664.235106,1474.7521,667.43,982.1024493657892,0.13752,0.0935,2,9,5,3,10,11,2,70.01845018,7.415757000000001
mof_unit_pretest_661,2493.412742,1065.5697,2691.0,1909.6250898837181,0.3904,0.5501,0,1,12,9,12,16,18,16.20447229,5.199217
mof_unit_pretest_662,1558.439638,1003.99924,1595.12,1706.4103826461933,0.2937599999999999,0.2746,0,2,11,2,20,1,17,14.55877007,5.109966
mof_unit_pretest_663,2364.773485,947.97152,3035.19,2020.4046140099445,0.3348499999999999,0.503,0,2,11,13,13,13,23,12.74351235,5.282796
mof_unit_pretest_664,3911.627771,2967.34392,1186.57,1494.687676977512,0.28491,0.2262,4,2,11,3,3,41,41,32.58414547,7.014797
mof_unit_pretest_665,1967.604177,1093.930889,1551.98,1432.7980976031242,0.25266,0.2737,0,2,11,1,6,13,16,18.44622894,5.59729
mof_unit_pretest_666,2340.746893,2136.536392,383.76,581.6507208915235,0.09375,0.0618999999999999,2,9,5,1,17,17,22,64.49999197,7.164931
mof_unit_pretest_667,893.843259,661.2042799999999,0.0,0.0,0.09067,0.0738,0,1,12,8,16,1,10,32.76805702,7.903562
mof_unit_pretest_668,2885.470201,1184.114,3013.97,2053.820922147138,0.3810999999999999,0.5593,0,2,11,7,7,14,29,13.28725302,5.102499
mof_unit_pretest_669,4414.965023,1690.7025199999998,3164.12,2012.0538726162079,0.35215,0.5537999999999998,0,2,11,15,13,18,28,9.485784337,5.280131
mof_unit_pretest_670,2377.378084,1091.56238,2616.11,1994.5872190659138,0.34753,0.4557999999999999,0,1,12,20,9,18,22,10.22876624,5.1422870000000005
mof_unit_pretest_671,1741.7850260000002,1076.552699,1691.77,1736.3160791599034,0.2335899999999999,0.2276,0,2,11,1,2,10,29,37.55141211,7.258909
mof_unit_pretest_672,1125.896836,741.1946799999998,1135.15,1240.8911136234376,0.18403,0.1683,0,1,12,10,11,12,14,23.30733745,6.248277
mof_unit_pretest_673,2862.237977,1424.169859,2160.4,1784.9947585959828,0.2710199999999999,0.328,0,2,11,1,12,4,29,17.40665315,6.204267
mof_unit_pretest_674,6298.967566,2490.5414,3532.8,2319.477538015844,0.3959099999999999,0.6029999999999999,3,4,6,10,14,7,27,13.95422861,5.535952
mof_unit_pretest_675,1736.382268,998.02712,836.72,798.59001691302,0.13957,0.1462,0,2,11,13,10,22,26,22.87466189,6.323526
mof_unit_pretest_676,4379.910978,2553.159108,1750.98,1694.8860619436582,0.2966199999999999,0.3064,3,4,6,17,1,17,25,26.32574273,5.800035
mof_unit_pretest_677,1864.554271,1221.5302800000002,0.0,0.0,0.14044,0.1290999999999999,2,9,5,17,17,4,16,99.1904738,7.551699
mof_unit_pretest_678,1117.47178,751.7285799999999,742.26,829.1388807894747,0.1164299999999998,0.1042,0,2,11,8,5,14,22,28.20019402,7.5827149999999985
mof_unit_pretest_679,4323.193537,2264.73756,1617.28,1406.8414217628858,0.2668499999999999,0.3068,0,1,12,9,7,9,22,16.67438561,5.548764
mof_unit_pretest_680,3968.711837,1614.28608,2545.15,1719.0600370439574,0.3648099999999999,0.5401,0,1,12,17,13,17,27,12.12110092,5.750772
mof_unit_pretest_681,1577.987257,723.2752,3259.86,2481.1085051684454,0.35303,0.4637999999999999,0,1,12,14,14,1,17,13.15887336,5.148807
mof_unit_pretest_682,1230.5016380000002,751.19104,1825.18,1850.208323543572,0.26589,0.2622999999999999,0,1,12,10,11,14,19,13.05338386,5.714103
mof_unit_pretest_683,1143.5494720000002,809.7215999999999,0.0,0.0,0.13602,0.1157,0,2,11,5,8,1,14,63.36091081,7.929295
mof_unit_pretest_684,2471.728529,2497.59707,655.76,1100.3054249779998,0.16743,0.0998,0,2,11,19,4,14,28,36.72251246,6.950653999999999
mof_unit_pretest_685,1092.304608,713.46376,1055.78,1145.112906062875,0.18379,0.1695,0,2,11,9,9,10,26,25.74187366,6.63744
mof_unit_pretest_686,1374.728372,869.7289599999998,820.7899999999998,862.2750467774611,0.1278799999999999,0.1217,0,2,11,12,8,11,13,43.06778803,5.815734
mof_unit_pretest_687,4273.833857,3461.73824,0.0,0.0,0.0957799999999999,0.0711999999999999,3,4,6,13,3,19,22,45.49936088,7.382558
mof_unit_pretest_688,1859.180118,1110.15364,0.0,0.0,0.0767599999999999,0.0773999999999999,0,2,11,13,12,21,24,37.7223684,6.090927
mof_unit_pretest_689,2010.04722,1065.122923,2374.02,2088.933289942378,0.38368,0.436,0,1,12,1,4,14,27,12.55717508,5.325853
mof_unit_pretest_690,2807.291933,1300.49616,3257.72,2506.005251766891,0.3341399999999999,0.4344,2,9,5,11,10,16,20,37.52522727,6.2928370000000005
mof_unit_pretest_691,1118.063015,749.2629599999998,0.0,0.0,0.20254,0.182,0,1,12,19,19,1,14,44.78882057,7.245421
mof_unit_pretest_692,2594.659392,1723.42652,1554.47,1714.5157846148368,0.2692399999999999,0.2441,5,12,10,4,4,1,9,17.69613723,5.453101
mof_unit_pretest_693,2858.535199,1170.072926,2929.79,1991.3729549561936,0.37191,0.5472,0,2,11,12,1,17,21,12.63095855,5.422056
mof_unit_pretest_694,1143.515178,1024.36274,0.0,0.0,0.1094799999999999,0.0735999999999999,0,2,11,3,10,4,9,33.25176913,7.409217
mof_unit_pretest_695,1100.848056,723.224,1000.04,1090.9618085630602,0.15858,0.1454,0,1,12,8,12,4,12,35.75549331,7.313623
mof_unit_pretest_696,1571.154664,837.3679400000002,2072.55,1834.210321887204,0.27405,0.3096999999999999,0,1,12,10,13,4,17,17.49089723,5.4006940000000005
mof_unit_pretest_697,2153.819992,2047.755776,0.0,0.0,0.0706399999999999,0.0446999999999999,1,10,2,20,19,44,48,67.71471175,6.247024
mof_unit_pretest_698,1490.438981,1017.94032,0.0,0.0,0.0679,0.0599,0,2,11,16,10,9,21,35.88646615,6.984379
mof_unit_pretest_699,5222.666123,2731.446586,2217.0,1925.364094692256,0.30934,0.3562,5,12,10,1,15,1,4,17.35307224,5.100643
mof_unit_pretest_700,1674.216359,1186.35904,0.0,0.0,0.14135,0.1201,2,9,5,10,14,11,2,60.43250048,6.841795
mof_unit_pretest_701,1235.129264,899.7595599999999,0.0,0.0,0.0712899999999998,0.0589,0,2,11,9,20,9,19,37.23021041,7.698796
mof_unit_pretest_702,1233.259199,764.4117,1047.26,1077.8894080295765,0.1754,0.1704,0,1,12,16,5,4,19,18.08478651,5.816293
mof_unit_pretest_703,3042.377213,1220.54376,3555.35,2368.4781459591063,0.39881,0.5987,2,9,5,0,0,6,16,28.86345065,5.70239
mof_unit_pretest_704,1572.054614,1218.8773199999998,1479.64,1905.0007721296176,0.2733599999999999,0.2122999999999999,0,1,12,20,4,4,17,19.17806858,5.690835
